Ciclo 1: {'Temperatura': 20.13, 'Umidade': 58.15, 'Pressao': 1006.4}
Ciclo 19422: {'Temperatura': 29.14, 'Umidade': 52.29, 'Pressao': 1018.18}
Ciclo 19423: {'Temperatura': 28.81, 'Umidade': 48.38, 'Pressao': 1015.25}
Ciclo 19424: {'Temperatura': 21.2, 'Umidade': 57.15, 'Pressao': 1011.44}
Ciclo 19425: {'Temperatura': 27.19, 'Umidade': 56.64, 'Pressao': 1000.26}
Ciclo 19426: {'Temperatura': 21.59, 'Umidade': 42.54, 'Pressao': 1004.5}
Ciclo 19427: {'Temperatura': 25.56, 'Umidade': 43.92, 'Pressao': 1013.9}
Ciclo 19428: {'Temperatura': 28.98, 'Umidade': 49.27, 'Pressao': 1000.54}
Ciclo 19429: {'Temperatura': 25.39, 'Umidade': 55.2, 'Pressao': 1013.67}
Ciclo 19430: {'Temperatura': 26.41, 'Umidade': 57.05, 'Pressao': 1002.04}
Ciclo 19431: {'Temperatura': 29.74, 'Umidade': 43.02, 'Pressao': 1007.59}
Ciclo 19432: {'Temperatura': 28.35, 'Umidade': 44.5, 'Pressao': 1018.93}
Ciclo 19433: {'Temperatura': 20.46, 'Umidade': 49.59, 'Pressao': 1011.5}
Ciclo 19434: {'Temperatura': 29.55, 'Umidade': 49.54, 'Pressao': 1017.57}
Ciclo 19435: {'Temperatura': 28.1, 'Umidade': 40.1, 'Pressao': 1005.22}
Ciclo 19436: {'Temperatura': 29.65, 'Umidade': 56.89, 'Pressao': 1007.24}
Ciclo 19437: {'Temperatura': 21.77, 'Umidade': 56.88, 'Pressao': 1010.43}
Ciclo 19438: {'Temperatura': 21.66, 'Umidade': 44.4, 'Pressao': 1014.56}
Ciclo 19439: {'Temperatura': 25.13, 'Umidade': 40.81, 'Pressao': 1018.87}
Ciclo 19440: {'Temperatura': 23.55, 'Umidade': 55.26, 'Pressao': 1008.48}
Ciclo 19441: {'Temperatura': 23.51, 'Umidade': 57.65, 'Pressao': 1014.83}
Ciclo 19442: {'Temperatura': 26.6, 'Umidade': 42.43, 'Pressao': 1009.62}
Ciclo 19443: {'Temperatura': 25.6, 'Umidade': 41.75, 'Pressao': 1005.07}
Ciclo 19444: {'Temperatura': 23.84, 'Umidade': 47.66, 'Pressao': 1009.28}
Ciclo 19445: {'Temperatura': 23.01, 'Umidade': 50.59, 'Pressao': 1012.42}
Ciclo 19446: {'Temperatura': 21.82, 'Umidade': 59.72, 'Pressao': 1008.21}
Ciclo 19447: {'Temperatura': 25.11, 'Umidade': 56.49, 'Pressao': 1009.52}
Ciclo 19448: {'Temperatura': 22.77, 'Umidade': 57.46, 'Pressao': 1013.99}
Ciclo 19449: {'Temperatura': 25.45, 'Umidade': 47.75, 'Pressao': 1009.61}
Ciclo 19450: {'Temperatura': 27.73, 'Umidade': 53.52, 'Pressao': 1007.66}
Ciclo 19451: {'Temperatura': 29.37, 'Umidade': 48.74, 'Pressao': 1000.22}
Ciclo 19452: {'Temperatura': 22.55, 'Umidade': 42.44, 'Pressao': 1005.39}
Ciclo 19453: {'Temperatura': 29.03, 'Umidade': 43.31, 'Pressao': 1008.74}
Ciclo 19454: {'Temperatura': 26.42, 'Umidade': 52.07, 'Pressao': 1013.09}
Ciclo 19455: {'Temperatura': 23.58, 'Umidade': 48.65, 'Pressao': 1012.72}
Ciclo 19456: {'Temperatura': 29.76, 'Umidade': 51.11, 'Pressao': 1013.92}
Ciclo 19457: {'Temperatura': 21.78, 'Umidade': 45.8, 'Pressao': 1006.44}
Ciclo 19458: {'Temperatura': 23.13, 'Umidade': 51.89, 'Pressao': 1003.87}
Ciclo 19459: {'Temperatura': 21.23, 'Umidade': 51.41, 'Pressao': 1011.67}
Ciclo 19460: {'Temperatura': 21.11, 'Umidade': 43.36, 'Pressao': 1013.62}
Ciclo 19461: {'Temperatura': 20.64, 'Umidade': 58.57, 'Pressao': 1012.4}
Ciclo 19462: {'Temperatura': 20.84, 'Umidade': 49.95, 'Pressao': 1003.11}
Ciclo 19463: {'Temperatura': 22.35, 'Umidade': 56.52, 'Pressao': 1015.06}
Ciclo 19464: {'Temperatura': 27.11, 'Umidade': 43.9, 'Pressao': 1000.27}
Ciclo 19465: {'Temperatura': 28.95, 'Umidade': 46.84, 'Pressao': 1006.05}
Ciclo 19466: {'Temperatura': 24.99, 'Umidade': 54.65, 'Pressao': 1005.0}
Ciclo 19467: {'Temperatura': 21.2, 'Umidade': 41.86, 'Pressao': 1017.18}
Ciclo 19468: {'Temperatura': 26.83, 'Umidade': 47.58, 'Pressao': 1008.0}
Ciclo 19469: {'Temperatura': 23.82, 'Umidade': 49.6, 'Pressao': 1015.78}
Ciclo 19470: {'Temperatura': 20.25, 'Umidade': 49.98, 'Pressao': 1006.33}
Ciclo 19471: {'Temperatura': 25.31, 'Umidade': 44.92, 'Pressao': 1011.68}
Ciclo 19472: {'Temperatura': 28.51, 'Umidade': 59.71, 'Pressao': 1003.14}
Ciclo 19473: {'Temperatura': 29.07, 'Umidade': 48.52, 'Pressao': 1007.77}
Ciclo 19474: {'Temperatura': 29.71, 'Umidade': 44.27, 'Pressao': 1018.89}
Ciclo 19475: {'Temperatura': 26.45, 'Umidade': 48.47, 'Pressao': 1018.9}
Ciclo 19476: {'Temperatura': 27.59, 'Umidade': 40.21, 'Pressao': 1007.75}
Ciclo 19477: {'Temperatura': 28.62, 'Umidade': 49.36, 'Pressao': 1001.38}
Ciclo 19478: {'Temperatura': 29.35, 'Umidade': 57.02, 'Pressao': 1014.81}
Ciclo 19479: {'Temperatura': 23.36, 'Umidade': 48.77, 'Pressao': 1011.62}
Ciclo 19480: {'Temperatura': 20.18, 'Umidade': 45.74, 'Pressao': 1001.08}
Ciclo 19481: {'Temperatura': 27.03, 'Umidade': 57.39, 'Pressao': 1011.27}
Ciclo 19482: {'Temperatura': 27.99, 'Umidade': 57.36, 'Pressao': 1003.48}
Ciclo 19483: {'Temperatura': 20.35, 'Umidade': 46.34, 'Pressao': 1009.4}
Ciclo 19484: {'Temperatura': 27.72, 'Umidade': 46.55, 'Pressao': 1005.2}
Ciclo 19485: {'Temperatura': 29.25, 'Umidade': 46.12, 'Pressao': 1008.01}
Ciclo 19486: {'Temperatura': 22.58, 'Umidade': 42.07, 'Pressao': 1017.21}
Ciclo 19487: {'Temperatura': 24.34, 'Umidade': 42.67, 'Pressao': 1015.24}
Ciclo 19488: {'Temperatura': 27.92, 'Umidade': 46.34, 'Pressao': 1017.36}
Ciclo 19489: {'Temperatura': 20.73, 'Umidade': 44.67, 'Pressao': 1004.3}
Ciclo 19490: {'Temperatura': 29.53, 'Umidade': 50.92, 'Pressao': 1009.47}
Ciclo 19491: {'Temperatura': 26.06, 'Umidade': 50.44, 'Pressao': 1007.37}
Ciclo 19492: {'Temperatura': 27.01, 'Umidade': 58.33, 'Pressao': 1016.06}
Ciclo 19493: {'Temperatura': 22.31, 'Umidade': 47.79, 'Pressao': 1007.58}
Ciclo 19494: {'Temperatura': 29.76, 'Umidade': 56.32, 'Pressao': 1009.71}
Ciclo 19495: {'Temperatura': 25.17, 'Umidade': 45.5, 'Pressao': 1011.36}
Ciclo 19496: {'Temperatura': 26.19, 'Umidade': 41.0, 'Pressao': 1011.84}
Ciclo 19497: {'Temperatura': 27.34, 'Umidade': 57.4, 'Pressao': 1004.19}
Ciclo 19498: {'Temperatura': 25.1, 'Umidade': 54.81, 'Pressao': 1000.86}
Ciclo 19499: {'Temperatura': 21.24, 'Umidade': 56.5, 'Pressao': 1006.17}
Ciclo 19500: {'Temperatura': 23.19, 'Umidade': 53.0, 'Pressao': 1012.09}
Ciclo 19501: {'Temperatura': 28.45, 'Umidade': 46.68, 'Pressao': 1003.78}
Ciclo 19502: {'Temperatura': 22.14, 'Umidade': 46.0, 'Pressao': 1001.92}
Ciclo 19503: {'Temperatura': 24.51, 'Umidade': 41.2, 'Pressao': 1018.8}
Ciclo 19504: {'Temperatura': 25.72, 'Umidade': 42.23, 'Pressao': 1019.47}
Ciclo 19505: {'Temperatura': 26.15, 'Umidade': 58.29, 'Pressao': 1006.19}
Ciclo 19506: {'Temperatura': 23.38, 'Umidade': 53.51, 'Pressao': 1016.94}
Ciclo 19507: {'Temperatura': 20.61, 'Umidade': 59.55, 'Pressao': 1017.67}
Ciclo 19508: {'Temperatura': 21.87, 'Umidade': 42.07, 'Pressao': 1009.16}
Ciclo 19509: {'Temperatura': 23.31, 'Umidade': 59.49, 'Pressao': 1017.87}
Ciclo 19510: {'Temperatura': 23.25, 'Umidade': 48.52, 'Pressao': 1016.38}
Ciclo 19511: {'Temperatura': 27.98, 'Umidade': 49.91, 'Pressao': 1019.4}
Ciclo 19512: {'Temperatura': 25.43, 'Umidade': 48.25, 'Pressao': 1006.65}
Ciclo 19513: {'Temperatura': 26.68, 'Umidade': 50.95, 'Pressao': 1002.95}
Ciclo 19514: {'Temperatura': 20.16, 'Umidade': 57.16, 'Pressao': 1018.44}
Ciclo 19515: {'Temperatura': 25.26, 'Umidade': 54.97, 'Pressao': 1004.3}
Ciclo 19516: {'Temperatura': 20.51, 'Umidade': 44.15, 'Pressao': 1016.91}
Ciclo 19517: {'Temperatura': 28.17, 'Umidade': 56.74, 'Pressao': 1001.71}
Ciclo 19518: {'Temperatura': 20.39, 'Umidade': 44.3, 'Pressao': 1005.48}
Ciclo 19519: {'Temperatura': 23.9, 'Umidade': 40.96, 'Pressao': 1019.8}
Ciclo 19520: {'Temperatura': 25.74, 'Umidade': 40.13, 'Pressao': 1003.76}
Ciclo 19521: {'Temperatura': 23.97, 'Umidade': 47.56, 'Pressao': 1001.01}
Ciclo 19522: {'Temperatura': 22.97, 'Umidade': 49.51, 'Pressao': 1000.77}
Ciclo 19523: {'Temperatura': 21.86, 'Umidade': 51.21, 'Pressao': 1016.28}
Ciclo 19524: {'Temperatura': 20.61, 'Umidade': 48.95, 'Pressao': 1015.11}
Ciclo 19525: {'Temperatura': 27.55, 'Umidade': 59.02, 'Pressao': 1002.78}
Ciclo 19526: {'Temperatura': 22.41, 'Umidade': 57.18, 'Pressao': 1015.84}
Ciclo 19527: {'Temperatura': 24.25, 'Umidade': 59.75, 'Pressao': 1000.21}
Ciclo 19528: {'Temperatura': 27.08, 'Umidade': 58.78, 'Pressao': 1007.06}
Ciclo 19529: {'Temperatura': 27.35, 'Umidade': 55.57, 'Pressao': 1015.78}
Ciclo 19530: {'Temperatura': 25.07, 'Umidade': 47.83, 'Pressao': 1005.07}
Ciclo 19531: {'Temperatura': 26.52, 'Umidade': 46.92, 'Pressao': 1006.82}
Ciclo 19532: {'Temperatura': 27.58, 'Umidade': 56.48, 'Pressao': 1003.97}
Ciclo 19533: {'Temperatura': 23.67, 'Umidade': 40.99, 'Pressao': 1001.63}
Ciclo 19534: {'Temperatura': 20.42, 'Umidade': 49.89, 'Pressao': 1008.59}
Ciclo 19535: {'Temperatura': 21.74, 'Umidade': 40.46, 'Pressao': 1014.18}
Ciclo 19536: {'Temperatura': 29.28, 'Umidade': 42.45, 'Pressao': 1019.34}
Ciclo 19537: {'Temperatura': 28.28, 'Umidade': 41.93, 'Pressao': 1019.17}
Ciclo 19538: {'Temperatura': 29.58, 'Umidade': 51.16, 'Pressao': 1019.13}
Ciclo 19539: {'Temperatura': 27.09, 'Umidade': 44.6, 'Pressao': 1008.49}
Ciclo 19540: {'Temperatura': 25.48, 'Umidade': 50.84, 'Pressao': 1015.79}
Ciclo 19541: {'Temperatura': 25.66, 'Umidade': 58.19, 'Pressao': 1005.9}
Ciclo 19542: {'Temperatura': 21.0, 'Umidade': 57.93, 'Pressao': 1000.75}
Ciclo 19543: {'Temperatura': 29.72, 'Umidade': 47.49, 'Pressao': 1015.16}
Ciclo 19544: {'Temperatura': 23.5, 'Umidade': 51.99, 'Pressao': 1004.88}
Ciclo 19545: {'Temperatura': 25.42, 'Umidade': 52.07, 'Pressao': 1005.39}
Ciclo 19546: {'Temperatura': 22.82, 'Umidade': 43.83, 'Pressao': 1017.05}
Ciclo 19547: {'Temperatura': 24.18, 'Umidade': 45.53, 'Pressao': 1014.56}
Ciclo 19548: {'Temperatura': 29.35, 'Umidade': 54.62, 'Pressao': 1004.1}
Ciclo 19549: {'Temperatura': 24.0, 'Umidade': 49.96, 'Pressao': 1009.58}
Ciclo 19550: {'Temperatura': 29.09, 'Umidade': 43.59, 'Pressao': 1011.37}
Ciclo 19551: {'Temperatura': 26.08, 'Umidade': 54.57, 'Pressao': 1019.8}
Ciclo 19552: {'Temperatura': 27.92, 'Umidade': 56.95, 'Pressao': 1006.19}
Ciclo 19553: {'Temperatura': 28.12, 'Umidade': 53.33, 'Pressao': 1005.67}
Ciclo 19554: {'Temperatura': 23.84, 'Umidade': 45.46, 'Pressao': 1015.87}
Ciclo 19555: {'Temperatura': 29.38, 'Umidade': 48.46, 'Pressao': 1016.14}
Ciclo 19556: {'Temperatura': 20.48, 'Umidade': 48.54, 'Pressao': 1010.73}
Ciclo 19557: {'Temperatura': 23.1, 'Umidade': 55.52, 'Pressao': 1003.79}
Ciclo 19558: {'Temperatura': 28.76, 'Umidade': 58.6, 'Pressao': 1019.19}
Ciclo 19559: {'Temperatura': 28.32, 'Umidade': 50.93, 'Pressao': 1016.6}
Ciclo 19560: {'Temperatura': 21.47, 'Umidade': 44.22, 'Pressao': 1013.89}
Ciclo 19561: {'Temperatura': 24.51, 'Umidade': 48.17, 'Pressao': 1014.68}
Ciclo 19562: {'Temperatura': 25.07, 'Umidade': 47.86, 'Pressao': 1012.67}
Ciclo 19563: {'Temperatura': 22.48, 'Umidade': 44.25, 'Pressao': 1006.66}
Ciclo 19564: {'Temperatura': 28.15, 'Umidade': 42.72, 'Pressao': 1009.04}
Ciclo 19565: {'Temperatura': 22.3, 'Umidade': 50.44, 'Pressao': 1004.72}
Ciclo 19566: {'Temperatura': 20.96, 'Umidade': 52.62, 'Pressao': 1001.31}
Ciclo 19567: {'Temperatura': 27.65, 'Umidade': 44.66, 'Pressao': 1015.45}
Ciclo 19568: {'Temperatura': 28.5, 'Umidade': 47.5, 'Pressao': 1006.45}
Ciclo 19569: {'Temperatura': 24.5, 'Umidade': 57.3, 'Pressao': 1007.07}
Ciclo 19570: {'Temperatura': 27.4, 'Umidade': 47.28, 'Pressao': 1010.41}
Ciclo 19571: {'Temperatura': 20.37, 'Umidade': 47.56, 'Pressao': 1004.08}
Ciclo 19572: {'Temperatura': 29.78, 'Umidade': 49.51, 'Pressao': 1002.83}
Ciclo 19573: {'Temperatura': 29.32, 'Umidade': 49.38, 'Pressao': 1001.69}
Ciclo 19574: {'Temperatura': 29.6, 'Umidade': 53.72, 'Pressao': 1015.21}
Ciclo 19575: {'Temperatura': 26.29, 'Umidade': 51.73, 'Pressao': 1018.43}
Ciclo 19576: {'Temperatura': 24.53, 'Umidade': 58.96, 'Pressao': 1003.01}
Ciclo 19577: {'Temperatura': 21.91, 'Umidade': 57.36, 'Pressao': 1004.62}
Ciclo 19578: {'Temperatura': 25.64, 'Umidade': 47.6, 'Pressao': 1015.46}
Ciclo 19579: {'Temperatura': 29.26, 'Umidade': 55.57, 'Pressao': 1008.81}
Ciclo 19580: {'Temperatura': 22.83, 'Umidade': 48.31, 'Pressao': 1016.64}
Ciclo 19581: {'Temperatura': 21.23, 'Umidade': 40.34, 'Pressao': 1017.25}
Ciclo 19582: {'Temperatura': 25.67, 'Umidade': 40.04, 'Pressao': 1018.3}
Ciclo 19583: {'Temperatura': 23.57, 'Umidade': 45.92, 'Pressao': 1011.51}
Ciclo 19584: {'Temperatura': 27.33, 'Umidade': 54.1, 'Pressao': 1007.39}
Ciclo 19585: {'Temperatura': 29.61, 'Umidade': 49.84, 'Pressao': 1002.5}
Ciclo 19586: {'Temperatura': 21.95, 'Umidade': 40.16, 'Pressao': 1009.0}
Ciclo 19587: {'Temperatura': 24.29, 'Umidade': 47.84, 'Pressao': 1011.84}
Ciclo 19588: {'Temperatura': 22.58, 'Umidade': 46.72, 'Pressao': 1007.89}
Ciclo 19589: {'Temperatura': 27.79, 'Umidade': 43.93, 'Pressao': 1000.43}
Ciclo 19590: {'Temperatura': 23.31, 'Umidade': 44.09, 'Pressao': 1010.96}
Ciclo 19591: {'Temperatura': 23.64, 'Umidade': 59.59, 'Pressao': 1013.06}
Ciclo 19592: {'Temperatura': 23.94, 'Umidade': 40.11, 'Pressao': 1000.5}
Ciclo 19593: {'Temperatura': 22.98, 'Umidade': 54.56, 'Pressao': 1017.27}
Ciclo 19594: {'Temperatura': 27.63, 'Umidade': 43.77, 'Pressao': 1008.93}
Ciclo 19595: {'Temperatura': 22.36, 'Umidade': 41.9, 'Pressao': 1012.2}
Ciclo 19596: {'Temperatura': 23.96, 'Umidade': 46.25, 'Pressao': 1000.88}
Ciclo 19597: {'Temperatura': 21.46, 'Umidade': 41.08, 'Pressao': 1008.16}
Ciclo 19598: {'Temperatura': 22.63, 'Umidade': 46.26, 'Pressao': 1013.93}
Ciclo 19599: {'Temperatura': 27.63, 'Umidade': 44.64, 'Pressao': 1014.14}
Ciclo 19600: {'Temperatura': 26.9, 'Umidade': 51.75, 'Pressao': 1003.17}
Ciclo 19601: {'Temperatura': 29.64, 'Umidade': 44.15, 'Pressao': 1019.68}
Ciclo 19602: {'Temperatura': 20.54, 'Umidade': 43.51, 'Pressao': 1016.34}
Ciclo 19603: {'Temperatura': 21.96, 'Umidade': 49.45, 'Pressao': 1001.19}
Ciclo 19604: {'Temperatura': 22.35, 'Umidade': 51.94, 'Pressao': 1011.45}
Ciclo 19605: {'Temperatura': 29.8, 'Umidade': 44.88, 'Pressao': 1002.17}
Ciclo 19606: {'Temperatura': 28.48, 'Umidade': 45.67, 'Pressao': 1006.21}
Ciclo 19607: {'Temperatura': 20.43, 'Umidade': 49.28, 'Pressao': 1008.78}
Ciclo 19608: {'Temperatura': 26.39, 'Umidade': 42.06, 'Pressao': 1014.0}
Ciclo 19609: {'Temperatura': 24.59, 'Umidade': 51.7, 'Pressao': 1007.01}
Ciclo 19610: {'Temperatura': 24.93, 'Umidade': 53.76, 'Pressao': 1015.45}
Ciclo 19611: {'Temperatura': 22.17, 'Umidade': 58.67, 'Pressao': 1015.5}
Ciclo 19612: {'Temperatura': 22.75, 'Umidade': 50.57, 'Pressao': 1016.69}
Ciclo 19613: {'Temperatura': 27.12, 'Umidade': 46.99, 'Pressao': 1012.48}
Ciclo 19614: {'Temperatura': 27.78, 'Umidade': 55.88, 'Pressao': 1002.99}
Ciclo 19615: {'Temperatura': 29.64, 'Umidade': 48.97, 'Pressao': 1015.52}
Ciclo 19616: {'Temperatura': 26.67, 'Umidade': 49.95, 'Pressao': 1015.27}
Ciclo 19617: {'Temperatura': 24.0, 'Umidade': 49.46, 'Pressao': 1012.76}
Ciclo 19618: {'Temperatura': 22.08, 'Umidade': 53.81, 'Pressao': 1008.64}
Ciclo 19619: {'Temperatura': 22.92, 'Umidade': 42.01, 'Pressao': 1006.47}
Ciclo 19620: {'Temperatura': 24.56, 'Umidade': 53.71, 'Pressao': 1019.1}
Ciclo 19621: {'Temperatura': 27.54, 'Umidade': 58.7, 'Pressao': 1003.91}
Ciclo 19622: {'Temperatura': 29.5, 'Umidade': 43.38, 'Pressao': 1005.83}
Ciclo 19623: {'Temperatura': 23.13, 'Umidade': 55.05, 'Pressao': 1002.19}
Ciclo 19624: {'Temperatura': 26.47, 'Umidade': 44.26, 'Pressao': 1011.98}
Ciclo 19625: {'Temperatura': 27.06, 'Umidade': 42.05, 'Pressao': 1001.72}
Ciclo 19626: {'Temperatura': 28.69, 'Umidade': 58.92, 'Pressao': 1009.87}
Ciclo 19627: {'Temperatura': 25.05, 'Umidade': 55.19, 'Pressao': 1008.14}
Ciclo 19628: {'Temperatura': 25.98, 'Umidade': 51.99, 'Pressao': 1013.89}
Ciclo 19629: {'Temperatura': 29.62, 'Umidade': 40.1, 'Pressao': 1012.14}
Ciclo 19630: {'Temperatura': 21.2, 'Umidade': 59.16, 'Pressao': 1011.29}
Ciclo 19631: {'Temperatura': 26.72, 'Umidade': 57.95, 'Pressao': 1017.86}
Ciclo 19632: {'Temperatura': 23.63, 'Umidade': 41.27, 'Pressao': 1012.98}
Ciclo 19633: {'Temperatura': 23.08, 'Umidade': 51.75, 'Pressao': 1017.87}
Ciclo 19634: {'Temperatura': 29.53, 'Umidade': 58.03, 'Pressao': 1001.79}
Ciclo 19635: {'Temperatura': 24.46, 'Umidade': 45.75, 'Pressao': 1008.83}
Ciclo 19636: {'Temperatura': 20.19, 'Umidade': 59.62, 'Pressao': 1016.24}
Ciclo 19637: {'Temperatura': 29.72, 'Umidade': 48.28, 'Pressao': 1012.65}
Ciclo 19638: {'Temperatura': 21.55, 'Umidade': 50.41, 'Pressao': 1009.66}
Ciclo 19639: {'Temperatura': 24.7, 'Umidade': 56.36, 'Pressao': 1011.84}
Ciclo 19640: {'Temperatura': 22.53, 'Umidade': 54.22, 'Pressao': 1001.38}
Ciclo 19641: {'Temperatura': 24.32, 'Umidade': 49.53, 'Pressao': 1005.11}
Ciclo 19642: {'Temperatura': 22.63, 'Umidade': 54.59, 'Pressao': 1012.71}
Ciclo 19643: {'Temperatura': 25.28, 'Umidade': 51.27, 'Pressao': 1004.07}
Ciclo 19644: {'Temperatura': 26.76, 'Umidade': 47.63, 'Pressao': 1013.42}
Ciclo 19645: {'Temperatura': 23.02, 'Umidade': 51.36, 'Pressao': 1010.12}
Ciclo 19646: {'Temperatura': 25.29, 'Umidade': 59.22, 'Pressao': 1018.97}
Ciclo 19647: {'Temperatura': 20.17, 'Umidade': 57.53, 'Pressao': 1005.79}
Ciclo 19648: {'Temperatura': 27.13, 'Umidade': 42.59, 'Pressao': 1006.68}
Ciclo 19649: {'Temperatura': 29.99, 'Umidade': 52.54, 'Pressao': 1019.68}
Ciclo 19650: {'Temperatura': 29.16, 'Umidade': 42.22, 'Pressao': 1008.67}
Ciclo 19651: {'Temperatura': 22.48, 'Umidade': 58.83, 'Pressao': 1013.61}
Ciclo 19652: {'Temperatura': 29.11, 'Umidade': 58.2, 'Pressao': 1009.33}
Ciclo 19653: {'Temperatura': 28.34, 'Umidade': 46.38, 'Pressao': 1007.69}
Ciclo 19654: {'Temperatura': 27.19, 'Umidade': 53.31, 'Pressao': 1016.57}
Ciclo 19655: {'Temperatura': 22.72, 'Umidade': 57.22, 'Pressao': 1008.12}
Ciclo 19656: {'Temperatura': 28.96, 'Umidade': 41.56, 'Pressao': 1019.29}
Ciclo 19657: {'Temperatura': 22.82, 'Umidade': 51.62, 'Pressao': 1016.6}
Ciclo 19658: {'Temperatura': 21.36, 'Umidade': 43.89, 'Pressao': 1003.62}
Ciclo 19659: {'Temperatura': 24.84, 'Umidade': 56.81, 'Pressao': 1005.16}
Ciclo 19660: {'Temperatura': 20.36, 'Umidade': 58.2, 'Pressao': 1013.59}
Ciclo 19661: {'Temperatura': 27.11, 'Umidade': 54.18, 'Pressao': 1003.0}
Ciclo 19662: {'Temperatura': 22.75, 'Umidade': 56.67, 'Pressao': 1008.52}
Ciclo 19663: {'Temperatura': 22.2, 'Umidade': 55.2, 'Pressao': 1000.06}
Ciclo 19664: {'Temperatura': 23.32, 'Umidade': 48.78, 'Pressao': 1002.75}
Ciclo 19665: {'Temperatura': 25.05, 'Umidade': 56.21, 'Pressao': 1004.42}
Ciclo 19666: {'Temperatura': 25.09, 'Umidade': 42.9, 'Pressao': 1001.57}
Ciclo 19667: {'Temperatura': 24.38, 'Umidade': 48.7, 'Pressao': 1010.79}
Ciclo 19668: {'Temperatura': 29.89, 'Umidade': 42.21, 'Pressao': 1009.48}
Ciclo 19669: {'Temperatura': 28.28, 'Umidade': 50.44, 'Pressao': 1011.37}
Ciclo 19670: {'Temperatura': 25.06, 'Umidade': 40.93, 'Pressao': 1014.55}
Ciclo 19671: {'Temperatura': 21.38, 'Umidade': 54.09, 'Pressao': 1012.83}
Ciclo 19672: {'Temperatura': 29.64, 'Umidade': 40.69, 'Pressao': 1017.15}
Ciclo 19673: {'Temperatura': 27.1, 'Umidade': 53.53, 'Pressao': 1005.89}
Ciclo 19674: {'Temperatura': 29.41, 'Umidade': 48.32, 'Pressao': 1012.69}
Ciclo 19675: {'Temperatura': 23.92, 'Umidade': 58.71, 'Pressao': 1000.36}
Ciclo 19676: {'Temperatura': 24.43, 'Umidade': 46.96, 'Pressao': 1003.1}
Ciclo 19677: {'Temperatura': 22.77, 'Umidade': 51.74, 'Pressao': 1001.12}
Ciclo 19678: {'Temperatura': 22.35, 'Umidade': 50.55, 'Pressao': 1001.49}
Ciclo 19679: {'Temperatura': 23.58, 'Umidade': 45.35, 'Pressao': 1007.4}
Ciclo 19680: {'Temperatura': 23.22, 'Umidade': 49.59, 'Pressao': 1001.69}
Ciclo 19681: {'Temperatura': 27.34, 'Umidade': 48.91, 'Pressao': 1008.42}
Ciclo 19682: {'Temperatura': 25.81, 'Umidade': 40.79, 'Pressao': 1007.12}
Ciclo 19683: {'Temperatura': 23.83, 'Umidade': 56.22, 'Pressao': 1013.19}
Ciclo 19684: {'Temperatura': 22.41, 'Umidade': 51.26, 'Pressao': 1016.74}
Ciclo 19685: {'Temperatura': 28.43, 'Umidade': 56.34, 'Pressao': 1011.78}
Ciclo 19686: {'Temperatura': 26.05, 'Umidade': 45.33, 'Pressao': 1003.95}
Ciclo 19687: {'Temperatura': 20.18, 'Umidade': 56.86, 'Pressao': 1014.27}
Ciclo 19688: {'Temperatura': 20.58, 'Umidade': 43.25, 'Pressao': 1001.85}
Ciclo 19689: {'Temperatura': 22.84, 'Umidade': 50.51, 'Pressao': 1000.7}
Ciclo 19690: {'Temperatura': 27.51, 'Umidade': 51.87, 'Pressao': 1007.1}
Ciclo 19691: {'Temperatura': 27.72, 'Umidade': 40.34, 'Pressao': 1016.92}
Ciclo 19692: {'Temperatura': 24.19, 'Umidade': 57.91, 'Pressao': 1002.63}
Ciclo 19693: {'Temperatura': 22.53, 'Umidade': 59.51, 'Pressao': 1002.81}
Ciclo 19694: {'Temperatura': 20.32, 'Umidade': 55.8, 'Pressao': 1017.6}
Ciclo 19695: {'Temperatura': 22.49, 'Umidade': 51.06, 'Pressao': 1006.26}
Ciclo 19696: {'Temperatura': 22.41, 'Umidade': 53.64, 'Pressao': 1012.41}
Ciclo 19697: {'Temperatura': 23.52, 'Umidade': 41.3, 'Pressao': 1018.34}
Ciclo 19698: {'Temperatura': 24.36, 'Umidade': 45.86, 'Pressao': 1008.76}
Ciclo 19699: {'Temperatura': 22.91, 'Umidade': 43.32, 'Pressao': 1013.26}
Ciclo 19700: {'Temperatura': 24.14, 'Umidade': 40.68, 'Pressao': 1000.11}
Ciclo 19701: {'Temperatura': 22.21, 'Umidade': 47.22, 'Pressao': 1000.84}
Ciclo 19702: {'Temperatura': 22.62, 'Umidade': 52.98, 'Pressao': 1008.5}
Ciclo 19703: {'Temperatura': 29.27, 'Umidade': 48.31, 'Pressao': 1014.57}
Ciclo 19704: {'Temperatura': 26.94, 'Umidade': 59.53, 'Pressao': 1013.18}
Ciclo 19705: {'Temperatura': 20.41, 'Umidade': 42.17, 'Pressao': 1006.58}
Ciclo 19706: {'Temperatura': 21.03, 'Umidade': 57.29, 'Pressao': 1004.79}
Ciclo 19707: {'Temperatura': 29.93, 'Umidade': 47.0, 'Pressao': 1014.25}
Ciclo 19708: {'Temperatura': 29.64, 'Umidade': 55.66, 'Pressao': 1019.01}
Ciclo 19709: {'Temperatura': 27.7, 'Umidade': 55.17, 'Pressao': 1008.14}
Ciclo 19710: {'Temperatura': 25.42, 'Umidade': 56.81, 'Pressao': 1008.21}
Ciclo 19711: {'Temperatura': 20.71, 'Umidade': 58.64, 'Pressao': 1007.89}
